ID,Num of marathon,Unfinished_marathon,Age,Num of mtl marathon,2012 mtl Marathon,2013 mtl Marathon,2014 mtl Marathon,2015 mtl Marathon
2191,1,0,2,1,0,0,0,1
2192,1,0,4,1,0,0,0,1
2193,0,0,3,0,0,0,0,0
2194,0,0,3,0,0,0,0,0
2195,2,0,4,1,0,0,0,1
2196,1,0,2,1,0,0,0,1
2197,1,0,4,1,0,1,0,0
2198,1,0,3,0,0,0,0,0
2199,1,0,3,1,0,1,0,0
2200,1,0,3,1,0,0,0,1
2201,1,0,4,0,0,0,0,0
2202,1,0,2,0,0,0,0,0
2203,1,0,3,1,0,0,0,1
2204,1,0,3,1,0,0,0,1
2205,1,0,5,0,0,0,0,0
2206,1,0,3,0,0,0,0,0
2207,1,0,3,1,0,0,0,1
2208,1,0,1,0,0,0,0,0
2209,2,1,5,0,0,0,0,0
2210,0,1,4,0,0,0,0,0
2211,1,0,4,0,0,0,0,0
2212,1,0,1,1,0,0,0,1
2213,1,0,5,0,0,0,0,0
2214,1,0,3,0,0,0,0,0
2215,1,1,3,0,0,0,0,0
2216,1,0,3,1,1,0,0,0
2217,1,0,6,1,0,0,0,1
2218,1,1,2,0,0,0,0,0
2219,1,2,5,0,0,0,0,0
2220,1,0,2,0,0,0,0,0
2221,1,0,5,1,0,1,0,0
2222,1,0,3,1,0,1,0,0
2223,1,0,3,0,0,0,0,0
2224,0,0,2,0,0,0,0,0
2225,1,0,1,0,0,0,0,0
2226,1,0,4,1,1,0,0,0
2227,1,0,3,1,0,1,0,0
2228,0,0,3,0,0,0,0,0
2229,1,0,4,0,0,0,0,0
2230,1,0,3,1,1,0,0,0
2231,2,2,4,0,0,0,0,0
2232,0,0,2,0,0,0,0,0
2233,1,0,3,1,0,0,0,1
2234,2,0,4,1,1,0,0,0
2235,1,0,3,1,0,0,0,1
2236,1,0,5,1,0,0,0,1
2237,1,0,1,1,0,1,0,0
2238,0,0,3,0,0,0,0,0
2239,1,0,2,1,0,0,0,1
2240,1,0,2,1,0,1,0,0
2241,1,3,4,0,0,0,0,0
2242,1,1,3,0,0,0,0,0
2243,3,1,5,1,0,1,0,0
2244,1,0,2,1,0,1,0,0
2245,0,0,4,0,0,0,0,0
2246,1,0,1,1,1,0,0,0
2247,1,0,1,1,0,1,0,0
2248,1,0,2,1,0,0,0,1
2249,1,0,3,1,0,1,0,0
2250,1,0,4,1,0,0,0,1
2251,1,0,2,0,0,0,0,0
2252,1,0,5,1,1,0,0,0
2253,1,0,4,1,0,0,0,1
2254,1,0,3,1,1,0,0,0
2255,1,1,4,1,0,0,0,1
2256,1,0,3,1,1,0,0,0
2257,1,0,3,1,0,1,0,0
2258,0,0,4,0,0,0,0,0
2259,1,0,3,1,0,0,0,1
2260,3,0,5,1,1,0,0,0
2261,1,0,3,1,0,0,0,1
2262,5,5,4,0,0,0,0,0
2263,1,0,5,1,1,0,0,0
2264,1,0,3,1,0,0,0,1
2265,1,0,4,1,0,1,0,0
2266,1,0,1,1,1,0,0,0
2267,1,0,5,1,0,0,0,1
2268,1,1,4,1,0,1,0,0
2269,2,0,5,1,0,0,0,1
2270,1,0,1,1,0,0,0,1
2271,1,0,3,1,0,0,0,1
2272,1,0,3,1,0,0,0,1
2273,1,0,4,0,0,0,0,0
2274,2,0,5,2,1,1,0,0
2275,0,0,4,0,0,0,0,0
2276,1,0,4,1,1,0,0,0
2277,2,1,3,1,0,1,0,0
2278,1,0,4,1,0,0,0,1
2279,1,0,3,1,0,1,0,0
2280,1,1,3,0,0,0,0,0
2281,1,0,4,1,1,0,0,0
2282,2,0,3,1,0,0,0,1
2283,1,0,1,0,0,0,0,0
2284,1,0,2,1,0,1,0,0
2285,1,0,1,1,0,1,0,0
2286,1,0,3,1,0,0,0,1
2287,1,0,3,1,0,0,0,1
2288,1,1,3,1,0,1,0,0
2289,1,0,3,1,0,0,0,1
2290,1,0,1,1,0,0,0,1
2291,1,0,3,0,0,0,0,0
2292,1,0,4,0,0,0,0,0
2293,1,0,2,1,0,1,0,0
2294,1,1,3,1,0,1,0,0
2295,1,0,2,0,0,0,0,0
2296,1,0,2,0,0,0,0,0
2297,1,0,3,1,0,1,0,0
2298,2,1,3,0,0,0,0,0
2299,1,0,5,1,0,0,0,1
2300,1,0,4,1,0,0,0,1
2301,1,0,2,0,0,0,0,0
2302,1,0,1,1,1,0,0,0
2303,1,0,3,1,0,0,0,1
2304,0,0,4,0,0,0,0,0
2305,1,0,2,1,0,0,0,1
2306,0,0,5,0,0,0,0,0
2307,1,0,4,0,0,0,0,0
2308,1,0,6,1,0,0,0,1
2309,1,0,4,1,0,0,0,1
2310,1,0,4,1,0,0,0,1
2311,1,0,2,1,1,0,0,0
2312,1,0,2,1,1,0,0,0
2313,0,0,4,0,0,0,0,0
2314,1,0,4,1,0,0,0,1
2315,0,0,1,0,0,0,0,0
2316,1,0,4,1,1,0,0,0
2317,1,0,4,0,0,0,0,0
2318,1,0,4,1,1,0,0,0
2319,1,2,3,0,0,0,0,0
2320,1,0,4,1,0,0,0,1
2321,1,0,1,1,1,0,0,0
2322,1,0,4,1,1,0,0,0
2323,1,0,4,1,0,0,0,1
2324,0,0,4,0,0,0,0,0
2325,1,0,2,1,1,0,0,0
2326,3,0,1,1,1,0,0,0
2327,1,0,6,1,0,0,0,1
2328,0,0,3,0,0,0,0,0
2329,1,1,3,0,0,0,0,0
2330,1,0,2,0,0,0,0,0
2331,1,0,5,1,1,0,0,0
2332,0,0,4,0,0,0,0,0
2333,1,0,3,1,0,0,0,1
2334,2,1,4,1,0,1,0,0
2335,1,0,3,1,0,0,0,1
2336,1,0,5,1,1,0,0,0
2337,3,2,4,1,0,1,0,0
2338,1,1,3,1,0,1,0,0
2339,0,0,3,0,0,0,0,0
2340,3,2,3,1,1,0,0,0
2341,0,0,2,0,0,0,0,0
2342,0,0,3,0,0,0,0,0
2343,2,0,4,1,0,0,0,1
2344,1,0,3,0,0,0,0,0
2345,0,0,2,0,0,0,0,0
2346,1,0,4,1,0,0,0,1
2347,1,0,3,1,0,0,0,1
2348,1,0,3,1,1,0,0,0
2349,1,1,4,1,0,1,0,0
2350,0,0,2,0,0,0,0,0
2351,1,0,5,0,0,0,0,0
2352,1,0,5,1,0,0,0,1
2353,0,1,5,0,0,0,0,0
2354,1,0,6,1,0,0,0,1
2355,1,0,5,1,0,0,0,1
2356,3,2,3,2,1,1,0,0
2357,1,0,3,1,0,1,0,0
2358,1,0,2,1,1,0,0,0
2359,1,0,4,1,0,0,0,1
2360,0,0,2,0,0,0,0,0
2361,1,0,3,1,1,0,0,0
2362,0,0,5,0,0,0,0,0
2363,1,0,2,1,0,1,0,0
2364,1,1,6,0,0,0,0,0
2365,3,1,4,2,1,1,0,0
2366,2,1,4,1,0,1,0,0
2367,0,0,4,0,0,0,0,0
2368,1,0,5,0,0,0,0,0
2369,1,0,4,0,0,0,0,0
2370,1,0,4,0,0,0,0,0
2371,0,0,4,0,0,0,0,0
2372,1,0,1,1,0,0,0,1
2373,1,0,4,1,0,0,0,1
2374,1,0,5,1,1,0,0,0
2375,1,1,3,1,1,0,0,0
2376,1,0,5,1,0,0,0,1
2377,1,0,3,1,0,0,0,1
2378,2,0,3,1,1,0,0,0
2379,1,0,3,1,0,0,0,1
2380,1,0,3,1,0,0,0,1
2381,1,0,4,0,0,0,0,0
2382,1,0,4,0,0,0,0,0
2383,1,0,6,1,0,1,0,0
2384,1,0,4,1,0,0,0,1
2385,1,0,3,1,0,0,0,1
2386,0,0,2,0,0,0,0,0
2387,0,0,3,0,0,0,0,0
2388,2,0,4,2,1,1,0,0
2389,1,0,1,0,0,0,0,0
2390,1,0,3,1,0,0,0,1
2391,1,0,4,1,1,0,0,0
2392,0,0,4,0,0,0,0,0
2393,1,0,3,0,0,0,0,0
2394,1,0,4,1,0,0,0,1
2395,1,0,4,1,0,0,0,1
2396,0,0,3,0,0,0,0,0
2397,1,0,4,1,0,0,0,1
2398,1,0,4,1,0,0,0,1
2399,2,0,5,2,1,1,0,0
2400,1,0,4,1,0,0,0,1
2401,1,0,5,1,0,1,0,0
2402,1,4,4,0,0,0,0,0
2403,1,0,1,1,0,0,0,1
2404,1,0,2,0,0,0,0,0
2405,0,0,6,0,0,0,0,0
2406,1,0,7,1,0,0,0,1
2407,1,0,3,1,0,0,0,1
2408,1,0,3,1,0,0,0,1
2409,3,0,5,1,0,0,0,1
2410,0,0,6,0,0,0,0,0
2411,1,0,3,1,0,1,0,0
2412,1,1,3,1,0,1,0,0
2413,1,0,3,0,0,0,0,0
2414,1,0,2,1,1,0,0,0
2415,2,0,4,1,0,1,0,0
2416,1,0,1,0,0,0,0,0
2417,0,0,2,0,0,0,0,0
2418,1,0,3,1,0,0,0,1
2419,0,1,3,0,0,0,0,0
2420,1,0,4,1,0,0,0,1
2421,1,0,4,1,0,0,0,1
2422,1,0,3,1,0,0,0,1
2423,1,1,3,0,0,0,0,0
2424,0,0,5,0,0,0,0,0
2425,0,0,3,0,0,0,0,0
2426,0,0,5,0,0,0,0,0
2427,1,2,3,1,1,0,0,0
2428,2,2,3,1,0,1,0,0
2429,0,0,5,0,0,0,0,0
2430,1,0,3,1,0,0,0,1
2431,1,0,4,0,0,0,0,0
2432,1,0,3,1,0,0,0,1
2433,1,0,2,1,0,1,0,0
2434,1,0,3,1,0,0,0,1
2435,1,7,4,0,0,0,0,0
2436,1,0,3,0,0,0,0,0
2437,1,0,1,0,0,0,0,0
2438,2,0,5,2,0,1,0,1
2439,1,0,3,1,1,0,0,0
2440,2,1,3,1,0,1,0,0
2441,1,0,4,1,1,0,0,0
2442,1,0,4,1,0,1,0,0
2443,1,1,3,1,0,1,0,0
2444,0,0,4,0,0,0,0,0
2445,1,2,3,1,0,1,0,0
2446,1,0,5,1,1,0,0,0
2447,1,0,3,1,0,1,0,0
2448,1,0,5,0,0,0,0,0
2449,2,0,4,1,0,0,0,1
2450,1,0,3,1,0,0,0,1
2451,1,0,2,1,0,0,0,1
2452,1,1,4,1,0,0,0,1
2453,1,0,3,0,0,0,0,0
2454,1,0,3,0,0,0,0,0
2455,1,5,3,0,0,0,0,0
2456,2,1,3,1,0,1,0,0
2457,1,0,5,0,0,0,0,0
2458,1,0,4,1,0,0,0,1
2459,1,0,3,1,0,0,0,1
2460,1,0,5,1,0,0,0,1
2461,1,0,3,1,1,0,0,0
2462,1,0,3,1,0,0,0,1
2463,1,0,1,0,0,0,0,0
2464,2,0,1,1,0,1,0,0
2465,1,0,1,1,1,0,0,0
2466,2,1,5,1,0,1,0,0
2467,1,0,2,1,0,1,0,0
2468,1,0,3,1,0,1,0,0
2469,1,0,3,1,0,0,0,1
2470,1,0,3,1,0,1,0,0
2471,1,0,3,0,0,0,0,0
2472,1,0,6,0,0,0,0,0
2473,1,0,3,1,0,0,0,1
2474,2,0,4,1,0,0,0,1
2475,1,1,3,1,1,0,0,0
2476,1,0,1,1,0,1,0,0
2477,1,0,1,1,1,0,0,0
2478,1,0,5,1,0,1,0,0
2479,1,0,3,1,0,0,0,1
2480,1,0,5,1,0,0,0,1
2481,0,0,4,0,0,0,0,0
2482,3,0,3,2,0,1,0,1
2483,1,0,3,1,0,0,0,1
2484,1,0,3,1,0,0,0,1
2485,1,0,4,1,0,0,0,1
2486,1,0,2,1,1,0,0,0
2487,1,0,6,1,0,0,0,1
2488,1,0,2,1,0,1,0,0
2489,0,0,4,0,0,0,0,0
2490,1,0,4,1,1,0,0,0
2491,1,1,1,1,1,0,0,0
2492,1,0,3,1,0,0,0,1
2493,1,0,3,1,0,0,0,1
2494,1,0,1,0,0,0,0,0
2495,1,3,3,0,0,0,0,0
2496,1,0,3,0,0,0,0,0
2497,1,0,3,0,0,0,0,0
2498,1,0,5,1,0,0,0,1
2499,1,1,3,1,0,0,0,1
2500,5,1,5,2,1,0,0,1
2501,1,1,4,1,1,0,0,0
2502,1,1,4,1,1,0,0,0
2503,1,0,2,1,0,0,0,1
2504,2,1,4,0,0,0,0,0
2505,1,0,4,1,1,0,0,0
2506,1,0,4,0,0,0,0,0
2507,1,0,5,1,0,1,0,0
2508,5,1,5,1,0,0,0,1
2509,1,0,3,0,0,0,0,0
2510,1,1,3,0,0,0,0,0
2511,1,0,3,1,0,0,0,1
2512,1,0,2,1,0,1,0,0
2513,1,0,1,1,0,0,0,1
2514,0,0,3,0,0,0,0,0
2515,1,0,3,1,0,1,0,0
2516,2,1,4,2,1,1,0,0
2517,1,0,1,1,0,1,0,0
2518,1,1,4,1,1,0,0,0
2519,1,0,3,1,1,0,0,0
2520,1,0,2,0,0,0,0,0
2521,4,3,3,1,0,1,0,0
2522,1,0,3,1,0,0,0,1
2523,1,0,3,1,0,0,0,1
2524,1,0,6,1,0,0,0,1
2525,0,0,2,0,0,0,0,0
2526,1,0,1,1,0,1,0,0
2527,4,0,4,3,1,1,0,1
2528,1,0,1,1,0,0,0,1
2529,1,0,3,1,1,0,0,0
2530,1,0,5,1,1,0,0,0
2531,1,0,3,1,0,0,0,1
2532,1,0,3,1,0,0,0,1
2533,1,0,3,1,0,1,0,0
2534,1,0,4,1,0,0,0,1
2535,0,0,4,0,0,0,0,0
2536,1,0,4,0,0,0,0,0
2537,1,0,4,1,0,1,0,0
2538,1,0,4,1,0,1,0,0
2539,2,0,4,1,1,0,0,0
2540,1,0,2,1,0,1,0,0
2541,1,0,4,0,0,0,0,0
2542,1,0,3,0,0,0,0,0
2543,1,0,6,1,0,1,0,0
2544,1,0,6,1,0,0,0,1
2545,1,4,2,1,1,0,0,0
2546,0,0,3,0,0,0,0,0
2547,1,0,4,0,0,0,0,0
2548,3,7,2,1,0,1,0,0
2549,1,2,4,0,0,0,0,0
2550,1,2,3,0,0,0,0,0
2551,1,0,3,0,0,0,0,0
2552,1,0,4,1,0,0,0,1
2553,1,0,3,1,0,0,0,1
2554,2,0,2,1,0,1,0,0
2555,1,0,3,1,0,0,0,1
2556,1,0,6,0,0,0,0,0
2557,1,0,2,1,0,0,0,1
2558,1,1,4,1,1,0,0,0
2559,0,0,5,0,0,0,0,0
2560,1,0,3,1,0,0,0,1
2561,1,1,4,0,0,0,0,0
2562,1,0,4,1,0,0,0,1
2563,1,0,4,0,0,0,0,0
2564,1,0,2,1,0,1,0,0
2565,0,0,4,0,0,0,0,0
2566,1,0,3,0,0,0,0,0
2567,0,0,3,0,0,0,0,0
2568,1,0,3,1,0,1,0,0
2569,1,0,1,1,0,1,0,0
2570,1,0,2,1,0,0,0,1
2571,1,0,1,1,0,0,0,1
2572,1,0,5,0,0,0,0,0
2573,1,0,3,1,1,0,0,0
2574,1,0,4,1,0,0,0,1
2575,1,1,3,0,0,0,0,0
2576,0,0,4,0,0,0,0,0
2577,1,0,2,0,0,0,0,0
2578,1,0,3,0,0,0,0,0
2579,1,0,3,0,0,0,0,0
2580,1,0,4,1,1,0,0,0
2581,0,0,6,0,0,0,0,0
2582,1,1,2,0,0,0,0,0
2583,1,0,3,0,0,0,0,0
2584,1,1,3,1,0,1,0,0
2585,1,0,1,0,0,0,0,0
2586,2,0,4,1,0,1,0,0
2587,3,5,4,1,0,1,0,0
2588,1,0,3,1,0,1,0,0
2589,1,0,2,0,0,0,0,0
2590,0,0,4,0,0,0,0,0
2591,1,0,3,1,0,0,0,1
2592,1,0,4,1,0,0,0,1
2593,4,1,4,2,1,1,0,0
2594,1,1,3,1,0,0,0,1
2595,0,0,3,0,0,0,0,0
2596,1,0,4,1,0,1,0,0
2597,1,0,3,1,0,1,0,0
2598,0,0,4,0,0,0,0,0
2599,1,0,3,0,0,0,0,0
2600,1,0,3,1,1,0,0,0
2601,1,0,2,1,1,0,0,0
2602,1,0,5,1,1,0,0,0
2603,2,1,3,1,1,0,0,0
2604,1,0,5,1,0,1,0,0
2605,0,0,4,0,0,0,0,0
2606,1,0,3,1,0,0,0,1
2607,1,0,4,1,0,0,0,1
2608,1,0,4,1,0,1,0,0
2609,1,0,2,1,0,0,0,1
2610,0,0,1,0,0,0,0,0
2611,1,0,3,0,0,0,0,0
2612,3,1,3,1,1,0,0,0
2613,1,0,3,1,0,0,0,1
2614,2,4,4,0,0,0,0,0
2615,1,0,3,0,0,0,0,0
2616,6,2,4,3,1,1,0,1
2617,1,0,3,1,0,1,0,0
2618,1,0,4,1,0,0,0,1
2619,1,0,1,0,0,0,0,0
2620,1,0,3,1,0,1,0,0
2621,1,0,3,1,0,0,0,1
2622,4,1,1,1,1,0,0,0
2623,1,0,5,0,0,0,0,0
2624,3,1,3,0,0,0,0,0
2625,2,2,5,1,0,1,0,0
2626,1,0,1,1,0,0,0,1
2627,1,2,3,1,1,0,0,0
2628,1,1,1,1,0,1,0,0
2629,1,0,3,1,0,1,0,0
2630,1,0,3,1,0,0,0,1
2631,1,0,4,1,0,1,0,0
2632,1,0,3,0,0,0,0,0
2633,1,0,3,1,1,0,0,0
2634,2,0,2,1,0,1,0,0
2635,1,0,4,1,0,1,0,0
2636,0,0,2,0,0,0,0,0
2637,2,0,4,0,0,0,0,0
2638,0,0,4,0,0,0,0,0
2639,1,1,4,1,0,1,0,0
2640,1,0,2,0,0,0,0,0
2641,0,0,3,0,0,0,0,0
2642,1,0,5,1,1,0,0,0
2643,1,0,5,1,0,0,0,1
2644,1,1,2,1,0,1,0,0
2645,1,0,1,1,1,0,0,0
2646,1,0,4,1,1,0,0,0
2647,1,0,4,0,0,0,0,0
2648,3,2,4,2,1,1,0,0
2649,1,0,4,1,0,1,0,0
2650,0,0,3,0,0,0,0,0
2651,1,0,3,1,0,0,0,1
2652,1,0,3,1,0,0,0,1
2653,1,0,3,0,0,0,0,0
2654,1,0,2,1,0,0,0,1
2655,1,0,3,1,0,0,0,1
2656,1,1,5,1,1,0,0,0
2657,1,2,4,0,0,0,0,0
2658,1,0,2,1,0,0,0,1
2659,1,0,4,1,0,0,0,1
2660,1,0,4,0,0,0,0,0
2661,1,0,2,1,1,0,0,0
2662,1,1,1,1,0,0,0,1
2663,1,0,5,0,0,0,0,0
2664,1,0,5,1,0,0,0,1
2665,1,0,4,1,0,0,0,1
2666,2,4,3,1,0,1,0,0
2667,1,0,2,1,0,0,0,1
2668,1,0,4,1,0,0,0,1
2669,1,0,1,0,0,0,0,0
2670,1,0,1,1,1,0,0,0
2671,1,0,4,0,0,0,0,0
2672,1,0,4,0,0,0,0,0
2673,1,0,3,1,1,0,0,0
2674,1,0,2,1,0,1,0,0
2675,1,0,3,1,0,0,0,1
2676,1,1,4,1,0,1,0,0
2677,2,5,4,1,0,1,0,0
2678,1,0,4,0,0,0,0,0
2679,2,0,3,1,0,0,0,1
2680,1,0,1,0,0,0,0,0
2681,0,0,4,0,0,0,0,0
2682,1,0,5,1,0,1,0,0
2683,1,0,4,1,0,1,0,0
2684,2,1,4,1,0,0,0,1
2685,1,0,3,1,0,0,0,1
2686,1,0,4,1,0,0,0,1
2687,1,0,3,1,0,0,0,1
2688,1,6,2,0,0,0,0,0
2689,3,1,5,1,0,1,0,0
2690,1,0,5,0,0,0,0,0
2691,2,0,4,2,1,1,0,0
2692,1,0,4,1,0,0,0,1
2693,1,0,6,0,0,0,0,0
2694,0,0,1,0,0,0,0,0
2695,1,0,2,0,0,0,0,0
2696,1,0,4,1,0,1,0,0
2697,1,0,1,1,0,1,0,0
2698,0,0,4,0,0,0,0,0
2699,1,0,4,1,0,0,0,1
2700,1,0,3,0,0,0,0,0
2701,2,0,5,2,0,1,0,1
2702,1,0,3,1,0,1,0,0
2703,1,0,3,0,0,0,0,0
2704,1,0,2,1,0,0,0,1
2705,1,0,5,1,0,0,0,1
2706,1,0,1,0,0,0,0,0
2707,1,0,5,1,1,0,0,0
2708,2,0,1,1,0,0,0,1
2709,0,0,4,0,0,0,0,0
2710,1,0,3,1,1,0,0,0
2711,1,0,3,1,0,0,0,1
2712,1,0,3,0,0,0,0,0
2713,1,1,3,1,0,0,0,1
2714,2,0,2,1,0,1,0,0
2715,1,0,1,1,0,0,0,1
2716,1,0,2,1,0,1,0,0
2717,1,0,3,0,0,0,0,0
2718,1,3,3,0,0,0,0,0
2719,0,0,3,0,0,0,0,0
2720,2,1,5,1,1,0,0,0
2721,1,2,3,0,0,0,0,0
2722,1,0,1,0,0,0,0,0
2723,1,0,2,1,0,0,0,1
2724,1,0,3,1,0,1,0,0
2725,1,0,4,1,0,1,0,0
2726,0,0,4,0,0,0,0,0
2727,1,0,3,1,0,1,0,0
2728,1,0,2,1,1,0,0,0
2729,1,0,2,1,0,0,0,1
2730,0,0,4,0,0,0,0,0
2731,4,4,4,2,1,1,0,0
2732,0,0,5,0,0,0,0,0
2733,1,0,5,1,0,1,0,0
2734,0,0,5,0,0,0,0,0
2735,1,0,2,1,1,0,0,0
2736,1,0,1,1,0,1,0,0
2737,1,1,3,0,0,0,0,0
2738,1,0,4,1,1,0,0,0
2739,1,0,3,1,0,0,0,1
2740,1,1,3,1,0,0,0,1
2741,0,0,1,0,0,0,0,0
2742,1,0,3,0,0,0,0,0
2743,1,0,2,1,0,0,0,1
2744,1,0,3,1,0,0,0,1
2745,2,2,4,1,0,1,0,0
2746,1,0,4,1,1,0,0,0
2747,0,0,3,0,0,0,0,0
2748,0,0,3,0,0,0,0,0
2749,1,0,3,1,1,0,0,0
2750,1,0,3,0,0,0,0,0
2751,1,0,1,1,0,1,0,0
2752,1,0,3,1,0,0,0,1
2753,1,1,3,0,0,0,0,0
2754,1,0,4,1,0,0,0,1
2755,0,0,5,0,0,0,0,0
2756,1,0,4,0,0,0,0,0
2757,0,2,4,0,0,0,0,0
2758,1,0,5,1,1,0,0,0
2759,1,0,3,1,1,0,0,0
2760,1,1,4,1,1,0,0,0
2761,1,0,5,1,0,0,0,1
2762,1,0,1,1,0,0,0,1
2763,2,0,3,0,0,0,0,0
2764,1,0,2,0,0,0,0,0
2765,3,7,4,0,0,0,0,0
2766,2,0,6,2,1,1,0,0
2767,1,0,3,1,0,0,0,1
2768,3,0,3,2,1,1,0,0
2769,1,0,4,1,0,0,0,1
2770,1,0,5,1,0,0,0,1
2771,1,1,3,1,0,1,0,0
2772,2,0,4,0,0,0,0,0
2773,3,4,4,1,1,0,0,0
2774,0,0,6,0,0,0,0,0
2775,1,0,4,1,0,0,0,1
2776,0,0,1,0,0,0,0,0
2777,1,0,3,1,1,0,0,0
2778,4,2,4,0,0,0,0,0
2779,1,1,4,0,0,0,0,0
2780,2,0,5,1,0,0,0,1
2781,1,0,3,1,0,0,0,1
2782,1,0,1,0,0,0,0,0
2783,0,0,2,0,0,0,0,0
2784,1,0,2,1,0,1,0,0
2785,1,0,4,1,0,0,0,1
2786,1,1,4,1,0,1,0,0
2787,1,0,1,1,0,0,0,1
2788,1,0,1,1,0,0,0,1
2789,1,0,2,1,0,0,0,1
2790,1,0,5,1,0,0,0,1
2791,1,0,3,0,0,0,0,0
2792,1,3,4,0,0,0,0,0
2793,0,0,3,0,0,0,0,0
2794,1,2,3,1,1,0,0,0
2795,1,0,3,1,1,0,0,0
2796,1,0,1,0,0,0,0,0
2797,1,0,3,1,0,0,0,1
2798,1,0,3,1,1,0,0,0
2799,1,0,2,1,0,0,0,1
2800,1,0,3,0,0,0,0,0
2801,1,0,4,1,0,0,0,1
2802,2,0,4,1,1,0,0,0
2803,2,0,1,1,0,1,0,0
2804,1,2,5,1,0,1,0,0
2805,1,0,1,1,1,0,0,0
2806,1,0,4,1,0,0,0,1
2807,1,0,3,0,0,0,0,0
2808,1,0,2,1,0,0,0,1
2809,2,1,3,2,1,1,0,0
2810,1,0,6,1,0,0,0,1
2811,1,1,3,0,0,0,0,0
2812,1,1,2,0,0,0,0,0
2813,1,0,4,1,1,0,0,0
2814,1,0,5,1,1,0,0,0
2815,1,1,3,1,0,1,0,0
2816,2,0,3,1,0,0,0,1
2817,1,0,3,1,1,0,0,0
2818,1,0,3,1,0,1,0,0
2819,2,1,5,0,0,0,0,0
2820,1,1,5,0,0,0,0,0
2821,1,0,6,1,0,0,0,1
2822,1,0,4,1,0,1,0,0
2823,1,0,3,1,0,0,0,1
2824,1,0,4,1,0,0,0,1
2825,2,0,3,2,1,1,0,0
2826,1,0,4,0,0,0,0,0
2827,1,0,3,1,0,1,0,0
2828,1,0,2,1,1,0,0,0
2829,1,0,5,1,0,0,0,1
2830,1,0,5,1,0,0,0,1
2831,1,1,5,1,0,0,0,1
2832,3,0,4,1,1,0,0,0
2833,1,0,4,1,0,0,0,1
2834,1,2,4,0,0,0,0,0
2835,0,0,3,0,0,0,0,0
2836,1,0,4,1,0,0,0,1
2837,1,0,4,1,0,0,0,1
2838,1,0,3,0,0,0,0,0
2839,1,0,1,0,0,0,0,0
2840,2,0,3,1,1,0,0,0
2841,1,0,2,1,0,1,0,0
2842,1,0,3,1,0,1,0,0
2843,1,0,3,1,0,0,0,1
2844,0,0,4,0,0,0,0,0
2845,1,1,3,0,0,0,0,0
2846,1,0,4,1,0,1,0,0
2847,2,0,4,1,1,0,0,0
2848,1,0,4,1,0,0,0,1
2849,1,0,5,1,0,0,0,1
2850,0,0,6,0,0,0,0,0
2851,1,0,3,1,0,0,0,1
2852,0,0,3,0,0,0,0,0
2853,1,0,4,1,0,1,0,0
2854,1,0,4,1,1,0,0,0
2855,1,0,3,1,0,0,0,1
2856,1,0,3,1,0,0,0,1
2857,1,1,2,1,1,0,0,0
2858,1,0,3,1,0,1,0,0
2859,1,0,4,1,1,0,0,0
2860,1,0,1,1,0,1,0,0
2861,1,0,6,1,0,0,0,1
2862,1,0,1,1,1,0,0,0
2863,2,4,4,1,0,1,0,0
2864,0,0,6,0,0,0,0,0
2865,0,0,2,0,0,0,0,0
2866,1,0,4,1,0,1,0,0
2867,1,0,2,0,0,0,0,0
2868,1,0,4,1,1,0,0,0
2869,1,0,5,1,0,1,0,0
2870,1,0,4,0,0,0,0,0
2871,1,1,3,1,0,1,0,0
2872,5,1,6,3,1,1,0,1
2873,1,0,3,1,0,1,0,0
2874,1,0,5,1,1,0,0,0
2875,2,1,4,1,0,1,0,0
2876,1,0,1,1,0,1,0,0
2877,1,0,4,1,0,1,0,0
2878,1,0,6,1,0,1,0,0
2879,1,0,5,1,0,0,0,1
2880,1,0,3,1,0,0,0,1
2881,2,0,3,1,0,0,0,1
2882,1,1,3,1,1,0,0,0
2883,8,9,5,0,0,0,0,0
2884,1,0,2,1,0,0,0,1
2885,3,1,3,3,1,1,0,1
2886,2,0,4,2,1,1,0,0
2887,1,0,5,1,0,0,0,1
2888,0,0,5,0,0,0,0,0
2889,0,1,4,0,0,0,0,0
2890,1,0,5,1,1,0,0,0
2891,1,0,2,1,0,0,0,1
2892,1,0,5,1,0,1,0,0
2893,1,0,1,1,0,0,0,1
2894,1,0,1,1,1,0,0,0
2895,2,6,3,1,1,0,0,0
2896,1,0,4,1,1,0,0,0
2897,1,0,2,1,0,1,0,0
2898,2,0,5,0,0,0,0,0
2899,1,0,3,0,0,0,0,0
2900,2,2,4,1,1,0,0,0
2901,0,0,5,0,0,0,0,0
2902,1,0,6,1,0,0,0,1
2903,2,1,2,1,0,1,0,0
2904,1,0,3,1,0,0,0,1
2905,1,0,3,1,0,0,0,1
2906,2,1,3,1,0,1,0,0
2907,1,0,1,1,0,1,0,0
2908,1,0,4,1,0,0,0,1
2909,1,0,2,0,0,0,0,0
2910,1,3,5,0,0,0,0,0
2911,1,0,5,1,1,0,0,0
2912,2,0,5,2,1,1,0,0
2913,2,0,4,1,1,0,0,0
2914,1,1,4,0,0,0,0,0
2915,1,1,3,1,0,1,0,0
2916,1,0,3,1,0,0,0,1
2917,1,0,4,1,0,1,0,0
2918,0,0,3,0,0,0,0,0
2919,1,0,3,1,0,0,0,1
2920,2,3,5,0,0,0,0,0
2921,1,0,3,0,0,0,0,0
2922,0,0,2,0,0,0,0,0
